label,comment_processed
4,手机 收到 京东 物流 真的 给力 号 下午 订单号 中午 收到 外形 外观 确实 喜欢 无论是 造型 工艺 线条 真的 非常 简直 爱不释手 屏幕 音效 手机 音效 没得说 外音 清澈 洪亮 入耳 震撼 那种 感觉 手机 喇叭 不会 抖动 拍照 效果 像素 效果 没得说 确实 很棒 运行 速度 手机 运行 速度 非常 快 刚 买 手机 运行 速度 不会 差 一段时间 追评 待机时间 刚 打开 电用 用电量 毕竟 智能手机 运行 软件 功能 太 耗电量 一点 特色 手机 语音 功能 辅助 功能 确实 实用 应用 真不错 重要 一条 现在 网购 手机 售后 维修 非常 方便 这款 手机 电子 保单 已经 激活 县城 售后 维修 需要 朋友 推荐 赶快 下单 入手 值得 拥有 
1,一点 重要 颜色 很差 颜色 很差 颜色 差差 一点 
1,手机 降价 太快 买 没多久 降 好几百 
2,刚买 一个月 掉价 
4,手机 刚 预约 买 顶配 今天 终于 多年 手机 第一次 手机 系统 确实 不错 手机 整体 满意 流畅 反应 快颜值 在线 拍照 很强 非常 满意 一次 购物 
4,货已 收到 使用 一会 体验 不错 胭脂 高 系统 流畅 相机 拍照 视频 效果 不错 续航 充电 给力 充上 感觉 没 时间 电量 满 再次 赞赏 京东 物流 速度 
0,差评 垃圾 电池 耗电 极快 根本 耐用 充满 电 做 几个 小时 电量 消耗 殆尽 想 申请 换货 流程 复杂 广州 一线 城市 选 不到 上门 取件 服务 逼 无奈 选择 邮寄 客服 服务 一点 没用 不能 有效 指导 消费者 操作 不能 给出 消费者 合理 解决 方式 
0,发烫 厉害 不知 会 不会 炸 建议 购买 
4,外观设计 漂亮 星云 高档 绚丽 一道 彩虹 美丽 无限 竞速 屏 图像 柔和 清晰 流畅 不卡顿 非常 满意 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 快 服务态度 一流 力星 好评 
4,上午 收到 手机 颜色 好看 质感 速度 满意 开 直播 希望 带来 好运 
4,外形 外观 外观 屏幕 音效 满意 拍照 效果 非常 满意 运行 速度 超级 快 待机时间 电池 待机时间 太 少 特色 颜色 比较 鲜艳 
0,第一次 手机 体验 太 差 手机 掉电 非常 之快 今天 刚 收到 新手机 眼看 电 掉 几个 功夫 手机 差远了 在乎 电池 使用 时间 建议 购买 后悔 手机 做成 败笔 
2,讲 实话 一千 八 价钱 太贵 联发 科技 处理器 后置 指纹 一年 前 配置 现在 新出 手机 未上市 不要 预约 抢购 大佬 手机 急用 难道 老妹 这台 买 喜欢 
2,弟弟 买 知道 使用 感受 刚买 降价 一百 
4,外形 外观 好看 颜色 好看 屏幕 音效 挺 拍照 效果 照相 好看 运行 速度 待机时间 特色 父亲节 买 爸爸 礼物 家人 一直 手机 耐用 耐 摔 正好 换 一个 新 
4,凑合 电池 感觉 不经用 
4,种草 新 自拍 技巧 发货 挺快 很快 送到 这款 手机 颜值 很能 新增 双 极夜 柔 光灯 夜间 自拍 惊艳 不愧 自拍 机王 
0,刚 收到 货 没 几天 降价 家里 有事 没 心思 问 有没有 天 保价 第一次 买手机 真够 
0,我用 五天 没有 出 毛病 感觉 非常 语音 功能 非常 棒 国产 有待 提高 不要 一丝 懈怠 希望 贵 公司 研发 经费 足 一点 
0,手机 一用 电池 发烫 
4,款 手机 无论是 性能 颜值 说 本年度 旗舰机 本款 手机 拍照 功能 相当 不愧 最会 拍 月亮 手机 
2,几部 手机 买 失望 外型 触屏 不怎么样 没多久 触屏 没 反应 外形 外观 待机时间 充电 快 耗电 快 拍照 效果 运行 速度 
0,待机时间 待机时间 短 耗电量 快 
4,拍照 效果 清晰 好看 电池 续航 给力 通信 音质 非常 清晰 运行 速度 快 游戏 不卡 显示 效果 不错 
2,这台 机子 知道 设计 问题 问题 进入 王者 荣耀 游戏 画面 挂 没 进到 游戏 对战 不到 一分钟 手机 明显 变暖 挂 五分钟 没 暖 凑 活着 毕竟 原来 手机 屏幕 失灵 
4,恰逢 期间 购买 手机 短时间 使用 适应 以后 熟练 使用 使用 互传 应用 迁移 老 手机 数据 方便 手机 存储空间 达到 已经 满足 大部分 使用 扩展卡 现在 手机 没有 功能 能力 其实 促成 选择 款 手机 直接 理由 过去 买 存储卡 只能 放 起来 万 像素 摄像头 快充 促成 选择 款 手机 重要 参考 因素 
1,说 手机 真 建议 买 
4,手机 外观 很漂亮 手里 份量 颜色 漂亮 手感 屏幕 大小 合适 拍照 清晰 效果 解锁 运行 速度 特别 快 待机时间 比较 长 
2,好多天 不错 质量 挺 速度 快 唯一 缺点 这款 手机 支持 快捷方式 调整 声音 大小 必须 使用 手机 侧面 按键 这是 硬伤 设计者 缺陷 
4,运行 速度 很快 系统 有所 改变 充电 速度 很快 屏幕 不错 正在 琢磨 
4,现在 一年 八个 月 现在 基本 偶尔 会 卡死 一下 很棒 老婆 手机 摔 不想 修 买 一个 新 最后 选 日常 使用 完全 足够 性价比 高质量 信得过 原装 充电器 力 四五十 分钟 左右 冲满 电池 续航 没 耐用 但胜 充电器 女士 值得 购买 
0,用电 快想 退款 
0,一个 耳机 没有 这是 跟风 苹果 环保 
1,第一次 体验 感 不好 两年 荣耀 刚好 一个月 时不时 玩游戏 出现 卡顿 语音 连接 缓慢 六七 秒 进入 拍照 会 卡 三四秒 视频 会卡 不动 必须 退出 重进 拍照 防抖 功能 感觉 鸡肋 晚上 拍照 稍微 不稳 糊 夜间 拍照 补光 太亮 自然 这是 目前 使用 缺点 后面 买 谨慎 选择 这款 真 没有 广告 说 同等 价位 手机 款 不值 
0,价格 便宜 没 存卡 要命 两年 手机 差 不到 骗 感觉 
0,答应 耳机 快 一个月 没 说 没货 
2,手机 还行 没耳 机电 耐用 放着不用 能耗 电 
4,手机 不错 起来 挺 顺手 
4,东西 不错 买 父亲 用多大 有点 太 现在 手机 屏 很大 没 办法 充电 快 速度 快 值得 拥有 
2,买 这么久 总体 信号 有点 差 知道 手机 问题 卡 问题 
4,外形 外观 轻薄 精致 做工 大小 适中 手感 舒适 屏幕 音效 屏 占 高 显示 效果 鲜艳 清晰 对比度 高 屏幕 刷新率 高 滑行 流畅 手 水滴 屏 可能 有人 介意 觉得 还好 拍照 效果 中规中矩 效果 变焦 运行 速度 系统 速度 快 界面 好看 待机时间 电池 比较 耐用 关键 充电 速度 快 
4,外形 外观 手机 非常 轻薄 手感 拍照 效果 前置 拍照 效果 美化 不错 
2,外形 外观 塑料 壳 屏幕 音效 录 视频 杂音 拍照 效果 运行 速度 大部分 卡顿 待机时间 正常 两个 小时 左右 游戏 视频 电量 没剩 特色 充电 没有 描述 快 基本 价位 还行 
1,自动关机 新 开机 开 次 
2,拍照 效果 自带 特效 自带 美颜 挺 
2,买 老爸 目前 真是 买过 降价 
4,特色 照相 外观 好看 机身 大小 刚好 外观 耐看 质感 拍照 效果 画质 清晰 再也 手抖 镜头 专业 自拍 效果 非常 待机时间 电池 耐用 一天 不怎么 充 一次 待机 几天 快充 速度 惊人 运行 速度 打游戏 特别 流畅 下载 应用 速度 特别 快 外形 外观 非常 漂亮 做工 精细 颜值 担当 
0,搜索 网址 历史纪录 一条 一行 模式 看起来 乱 象 规范 网站 显示 体验 要求 高 推荐 买此 手机 
0,吃 鸡 竟然 支持 
4,一直 手机 比较 喜欢 自拍 效果 假色 方便 喜欢 照相 买买 买 背面 炫彩 颜色 非常 漂亮 实物 好看 
2,只能 说 快递 问题 京东 客服 反复 沟通 算是 得到 解决 知道 感觉 卡顿 明显 地方 聊天 界面 返回 
2,信号 不好 
1,一般般 地方 没有 出众 地方 
4,外形 外观 工作 用机 颜值 没得说 超薄 安卓机 薄 很多 媲美 屏幕 音效 色彩斑斓 刷新率 真的 拍照 效果 夜景 美 前置 摄像头 闪光 亮点 运行 速度 很香 反正 打游戏 待机时间 稍稍 有点 差强人意 特色 出厂 膜 真 没 问 客服 不贴 原来 真是 难看 细节 做到 极致 国产机 质量 良心 之作 
4,特色 充电 快照 相 清晰 目前 使用 顺手 总体 感觉 荣耀 好用 手机 确实 对得起 价格 直接 好评 拍照 效果 满意 电池 续航 一天 左右 通信 音质 正常 声音 运行 速度 快 显示 效果 有点 繁琐 每次 使用 显示 允许 允许 本次 操作 
0,太 垃圾 老 死机 
4,手机 非常 性价比 高爱 手机 价格 非常 便宜 相对来说 足够 
4,发货 真的 很快 第二天 快递 小哥 负责 打开 包装 感觉 精巧 开机 流畅 正常 互传 旧机 数据 
4,系统 新颖 没用过 系统 流畅 不卡 带套 
2,有点 麻 手机 会 自动 黑屏 死 机长 开机 不亮 屏 咋办 是不是 问题 很大 没救 
0,千万 不要 买 老 断网 真的 隔壁 买 华为 
4,挺 价格 实惠 性能 不错 日常 使用 不会 卡 
4,做 活动 购买 这款 手机 款 手机 真的 太棒了 手机 运行 速度 十分 流畅 手机 颜值 非常 高 玩游戏 不卡顿 充电 速度 超级 快 非常 满意 
4,买 手机 一直 买 京东 自营 京东 自营 真的 没 遇到 假货 自营 物流 发货 很快 超过 一天 网上 购物 方便 很多 
4,手机 相当 不错 价格 实惠 买 手机 运行 速度 很快 打游戏 适合 电池 耐用 充电 速度 很快 摄像头 不错 
4,京东 速度 款 手机 不错 颜值 在线 性能 性价比 并存 商品质量 不错 细节 品质 做工 非常 发货 贼 快 快递 力 棒棒 哒 特别 看中 充电 速度 快速 充电 半个 小时 充满 特别 方便 充电 头 很大 充电 进度 太牛 刚 插 几分钟 充上 百分之五 六 体验 超爽 跟上 时代 速度 暂时 没有 发现 发烫 后续 继续 更新 使用 感受 
0,运行 速度 运行 速度 完全 不配 手机 
4,外形 外观 机身 很漂亮 轻薄 颜色 好看 特别 拍照 效果 拍照 效果 真的 不错 拍云 出 层次 好好 旅游 真的 太 喜欢 拍 美景 运行 速度 运行 快赞 待机时间 出门时 不用 太 担心 手机 没 电 待机时间 真的 理想 
0,真差 特别 快递 真心 差 
4,物流 很快 手机 收到 满意 速度 很快 价格 优惠 一起 快 入手 
4,手机 性价比 不错 流畅 玩游戏 不卡 音质 挺 正好 赶着 京东 活动 果断 下单 购买 价格 不错 希望 更好 体验 
2,下面 屏幕 一条 白 横线 屏幕 下面 黑暗 属于 正常 
2,还行 手机 一会 发烫 拍照 效果 像素 十分 
4,手机 不错 颜色 好看 操作界面 新鲜 屏幕显示 清晰 细腻 手机 配置 给力 操作 运行 流畅 拍照 效果 真实 还原 电池 容易 充足 中度 使用 一天 一充 
2,太贵 不值 价钱 
4,十年 一直 之前 实体店 买 最近 几年 网上 买手机 老公 现在 手机 店 买 快 三年 前两天 想要 换 手机 说 买 新 其实 一年 手机 不错 买 内存 挺 
4,外形 外观 款 手机 外观 好看 大气 屏幕 音效 音质 不错 屏幕 大小 适中 拍照 效果 买 老人 拍照 像素 够用 运行 速度 内存 基本上 没什么 问题 待机时间 待机时间 没有 测试 
0,买来 第三天 充电 烫 语子 卡顿 谨慎 
4,屏幕 大小 合适 速度 很快 照相 第一次 使用 品牌 手机 感觉 
4,第一次 买 品牌 手机 老爸 不错 
4,外形 外观 颜值 非常 好看 运行 速度 适合 轻度 游戏 用户 待机时间 充电 速度 快 毕竟 感知 强 屏幕 音效 流畅 度 没 说 
4,外形 外观 时尚 靓丽 炫酷 渐变色 确实 好看 耐看 屏幕 音效 高刷 屏幕 赫兹 单声道 扬声器 够用 拍照 效果 清晰 万 像素 夜景 够 牛 运行 速度 高通 骁龙 绝对 够用 待机时间 充满 电 一天 绝对 够用 特色 瓦快 充 即刻 回血 满血 复活 
4,手机 老 早就 收到 货 见 图 多天 使用 感觉 不错 系统 流畅 个人 满意 
4,没有 失望 性能 超强 价格 超低 性价比 高 同类产品 无人能敌 祝 手机 大卖 已经 老客户 信得过 产品 喜欢 牌子 几十年 身边 哒 哒 哒 
4,外形 外观 造型 漂亮 手感 十足 手里 质感 屏幕 音效 显示 效果 出色 真彩 色彩鲜艳 价位 非常 拍照 效果 拍照 效果 价位 说实话 已经 满意 运行 速度 开 几个 软件 速度 确实 知道 一段时间 会 但愿 不会 变 卡 充电 真的 很快 不错 
1,感觉 不怎么样 充电 会热 
2,投屏 没有 找到 不好意思 
4,外形 外观 好看 背面 挺酷 屏幕 音效 屏幕显示 清晰 声音 行 听不出 拍照 效果 够用 就行 不怎么 拍照 运行 速度 流畅 价位 满意 性价比 完全 不输 红米 待机时间 续航 
2,天 还过得去 电池 真心 觉得 不好 耐用 知道 是不是 原装 电池 
0,昨天 刚买 降价 送 几十块 钱 充电 头 同事 今天 买 便宜 闹 
0,手机 质量 咋样 微信 老 没有 声音 听 不到 说 超级 爱 发热 电池 保电有 手机 还卡 资料 非常 不好 建议 买 
0,以后 实体店 买手机 总 感觉 山寨 货 客服 说 正品 卡到 爆 不了 
2,真是 语 四个 角全 磕 盒子 完全 平整 听说 京东 快递 态度 比较 京东 下单 快递 没 联系 直接 快递 柜 
0,包装 太空 没有 真空包装 手机 里边儿 乱跑 
2,打游戏 行 游戏 有时候 会 卡 
2,不会 大幅度 降价 
0,无论是 游戏 体验 老是 断线 新 链接 闪退 超慢 玩 王者 网络 稳定 超 垃圾 信号 差 买 失望 手机 反应 慢 不好 
4,手机 非常 漂亮 颜值 在线 使用 起来 流畅 主题 桌面 特色 手机 简直 惊喜 
0,发 营业厅 用过 二手货 月份 已经 放 柜台 做 展示 机了 商家 擦亮眼睛 谨慎 购买 
4,外形 外观 炫酷 运行 速度 超快 特色 职业 游戏机 屏幕 音效 好听 刺耳 拍照 效果 待机时间 一天 没 问题 
0,一天 充次 电 充电 很快 
2,漏电 快 
4,没想到 竟然 没有 耳机 失策 失策 
1,手机 经常 发烫 原因 不明 整体 使用 效果 不佳 
0,买来 两天 降价 块 足足 花 太不像话 
2,待机时间 坚持 感觉 不怎么 经用 运行 速度 一般般 
1,手机 买来 以后 昨晚 拆 包装 开机 以后 发现 手机 左侧 一条 直线 有时候 偶尔 消失 刚 王者 按着 这条线 位置 操作 没 反应 现在 
2,手机 买 长时间 买手机 送 耳机 收到 耳机 坏 客服 答应 送 副耳机 星期 过去 问 客服 地址 错误 送 客服 帮忙 解决 半月 过去 懒得 问 客服 无语 
4,刚 使用 现在 手机 体验 顺畅 打游戏 不卡 
1,反应 不了 质量 
2,种草 手机 久 买来 发现 大失所望 手机 手感 不错 系统 发热量 极大 耗电量 很快 充电 超 慢慢 快充 样子 一个 小时 音质 一般般 失望 手机 贴 反馈 普遍 热 看样子 三星 
4,外形 外观 外观 精致 没得说 看起来 高级 屏幕 音效 屏幕 大小 合适 单手操作 行 拍照 效果 拍照 效果 男 拍照 要求 不高 个人 觉得 万 像素 足够 运行 速度 运行 速度 没用过 天玑 网站 评价 天玑 优秀 待机时间 观察 特色 网孔 前置 摄像头 占 屏幕 可靠性 更 高 更 容易 保护 侧方 指纹 按键 起来 方便 
0,小说 不到 三分钟 屏幕 黑屏 没 反应 查看 网络 几个 连过 记录 简直 退回来 二手货 
4,盒子 质感 太棒了 特别 好看 闪闪 磨砂 手机 颜色 买 微光 拿到 手 很漂亮 很漂亮 第一次 想 买 透明 手机 壳 质感 太棒了 配 耳机 充电器 一应俱全 充电 还好 挺快 适合 小姐姐 购买 整体 好看 冲着 拍照 买 满意 
4,物流 快 没法 说 凌晨 下单 下午 到货 好评 
4,手机 轻 机身 薄 颜色 很棒 礼盒装 十分 划算 赠 一件 卫衣 价格 合适 性价比 值得 购买 拍照 效果 不错 
0,态度 退 差价 今日 份 号 赠品 退 差价 意思 捆绑 销售 非要 耳机 扒拉 扒拉 
4,外形 外观 挺 好看 喜欢 蓝 粉色 拍照 效果 感觉 运行 速度 挺快 不卡 待机时间 一天 没 问题 特色 充电 大概 一个 小时 左右 充满 音质 听 挺 清晰 总体 满意 特意 一天 评价 接下来 看图 视频 图是 旧 手机 拍 清新 手机 颜色 喜欢 配送 手中 整体 物流 态度 配送 原版 手机 壳 卡针 已经 耳机 熄屏 显示 设置 里面 设置 之前 手机 顺手 到手 包装 非常 完好 满分 好评 
4,外形 外观 很漂亮 气质 出众 特别 所选 这款 秘银 系列 底亮 漂亮 不要 不要 喜欢 屏幕 音效 环绕声 效果 音量 音质 出众 听歌 棒棒 拍照 效果 绝对 强大 倍 变焦 拍 效果 单反相机 画质 超一流 自带 望远镜 功能 拍照 效果 里 这款 手机 最强 亮点 广大 消费者 购买 主要 原因 自带 修图 功能 无需 下载 修图 软件 爽 运行 速度 畅快 待机时间 频密 使用 一天 一充 特色 细节 完美 做工 精致 设计 合理 颜值 功能 兼具 个人 非常 喜欢 
0,特色 进入 里面 超级 慢 
4,平时 便宜 特别 特别 满意 超级 好看 客服 礼貌 客气 良心 商家 支持 整体 不错 店家 服务态度 质量 没有 异味 
0,没 一个月 降价 韭菜 
0,一个半月 手机 显示 信号 电话 进来 已有 多次 无故 死机 质量 堪忧 
4,外形 外观 非常 好看 满意 屏幕 音效 声音 有点 太 大声 拍照 效果 拍照 效果 运行 速度 千元 手机 里 马 运行 速度 真的 没法 想象 一直 苹果 以后 会 不会 变慢 待机时间 收到 货 一天 清楚 特色 方面 非常 满意 价格 玩 吃 鸡 玩 流畅 一点 卡顿 没有 几个 月 追评 
4,活动 下单 领取 期 免息 真的 太棒 手机 听歌 音质 拍照 美颜 效果 不错 关键 手机 修图 功能 齐全 个人感觉 适合 女生 入手 
4,高通 骁龙 超快 闪充 竞速 屏万超 清三摄 五重 液冷 散热 系统 很香 中框 背板 塑料 做 精致 手里 手感 高通 骁龙 这颗 芯片 日常 使用 绝对 没 问题 玩个 王者 吃 鸡 轻轻松松 玩 类似 原神 大型 手游会 吃力 点 请 注意 送 长辈 手机 绝对 没 问题 妥妥 内存 方 读写 速度 不错 内存 融合 技术 版本 运行 内存 其实 配置 也就是说 运行 内存 到达 效果 千元 机能 配上 快 充头 真是 大爱 分钟 左右 基本 充满 竞速 屏万超 清三摄 表现 不错 手机 颜值 游戏 功能丰富 花里胡哨 功能 很多 适合 学生 党 像素 设置 充电 速度 四十五分钟 左右 侧边 指纹 灵敏 好用 目前 运行 流畅 第一天 使用 过程 中有 出现 卡顿 现象 价位 没 多高 要求 满意 拍照 
4,外观 太漂亮 老公 生日礼物 老公 闺女 夸 说 手感 漂亮 像素 特别 高拍 清楚 好看 皮肤 白细 快递 非常 快 次日 达 入手 一个 买 东西 任性 推荐 推荐 推荐 
4,性价比 高 发货 很快 已经 收到 货 商品 描述 差不多 质量 没 问题 关键 价格 合适 买 放心 好评 
4,爸爸 买 喜欢 
4,外观 漂亮 体积 超薄 运行 速度 快 电池 正常 小时 拍照 效果 相当 清楚 
0,超级 无敌 差一 收到 黑屏 卡顿 触屏 不灵 死机 说换 发回去 检测 最小 半个 月 嫌 处理 时间 太 长 心想 凑合 越用 越 垃圾 心里 越 感到 不值 买 三千 退 差价 说 价保 连质 不保 再也不会 买 垃圾 透顶 一定 差评 使用 过程 中 没法 拍触 屏 不灵 视频卡 顿 死机 买 垃圾 一款 手机 废物 一个 
1,一个月 耳机 孔 没用过 掉 里面 异响 
4,超 高性价比 京东 包装 价位 买 手机 非常 充电 放到 千元 机 非常 厉害 太 爱 
0,待机时间 掉电 真快 想 拍照 效果 屏幕 音效 响 运行 速度 网速 不好 
4,款 今年 新 上市 手机 物超所值 商品 设计 完美 外观 高大 爱不释手 客服 更是 热情 没话说 购物 满意 觉得 不错 商品质量 发货 挺快 很赞 
0,说好 送 动静 没有 
1,有点 问题 慎重 客服 到位 退货 
1,高价 低配 手机 使用 下来 系统 没有 华为 操作界面 比较 繁琐 复杂 已经 低价 
4,运行 速度 今天 货到 质量 包装盒 子好 服务态度 京东 网货 质量 放心 买 下次 买 京东 网 
2,特色 特别 烫 特别 烫 特别 烫 待机时间 玩游戏 刷 视频 电量 特别 快 
2,特色 玩 吃 鸡 点 烫手 点卡 
0,充电 慢 用电 快 充满 电 手机 放在 不用 电耗 快 买 错 手机 用电 太快 
4,一直 家 粉丝 看到 出 新款 正好 要换 手机 选 收到 太 惊艳 颜色 太 好看 感觉 不想 带 手机 壳 手机 起来 流畅 拍照 功能 无敌 强大 自动 对焦 防抖 功能 太赞 已经 推荐 朋友 想 入手 
0,几天 说 信号 不行 一般般 地铁 里 没 信号 之后 十分钟 无法 网络 必须 飞行 模式 打开 重启 信号 会 网络 续航 真的 崩溃 王者 三个 多个 小时 没电 日常 使用 掉电 快 轻度 使用 指 偶尔 看看 网页 回个 微信 只能 七 小时 左右 关键 快 充亮 屏 充电 估计 打游戏 边充 一个 小时 充 进去 说实话 充电 慢 夸张 还会 闪退 经常 估计 系统 没 优化 
0,特色 刚买 完 降价 先别 买 估计 过多 十几天 到手 
2,那么回事 一个 
4,手机 超过 七年 品牌 拍照 音乐 两个 功能 一直 特别 满意 关注 系列 段时间 喜欢 曲面 屏 最后 选择 考虑 拍照 下载 歌曲 多选 内存 蔡司 镜头 惊艳 之前 手机 拍照 更 出色 尤其 自拍 超级 满意 听 无损 音乐 很棒 索尼 蓝牙 耳机 很配 屏幕 分辨率 很高 屏显 清晰 艳丽 以前 唯一 缺点 待机 每天 使用 小时 电量 大都 低于 超 清屏 耗电量 理解 只能 移动 电源 不敢 离身 整体 使用 操作 流畅 非常 值得 入手 手机 
4,外形 外观 非常 摄像头 非常 具 标识 性 屏幕 音效 拍照 效果 万主摄 手游党 非常 不错 运行 速度 扩展 内存 非常 待机时间 晚上 掉 电 
1,原来 很多 细节 贴心 功能 没有 设计 到位 使用 方便 暂时 
4,老粉 外形 外观 手感 舒适 屏幕 音效 还好 拍照 效果 图 运行 速度 千元 机 相当 不错 待机时间 多买个 不香 手机 特色 打游戏 爽 
0,刚买 手机 一玩 发热 烫 要死 以后 不要 买 
0,以后 劝 不要 网上 买手机 翻车 
0,手机 刚 玩 发烫 待机时间 短 
4,手机 香 价格 实惠 喜欢 满意 购物 体验 性价比 非常 高 放心 购买 做工 非常 精致 值得 购买 非常 值得 信赖 品牌 质量 保障 价格 亲民 相当 满意 
2,手机 没有 感觉 物超所值 待机时间 没有 优势 价格 没有 保障 刚买 一个 礼拜 多一点 降价 三百块 用户 体验 非常 不佳 可能 最后 一部 手机 
4,宝贝 描述 基本一致 物流 非常 快 手机 很漂亮 值得 购买 
4,外形 外观 外观 高端 时尚 屏幕 音效 屏幕 分辨率 高音质 拍照 效果 拍照 清晰 成相高 运行 速度 内存 运行 流畅 待机时间 电池容量 待机 行 特色 相机 非常 出色 物流 快 
4,手机 收到 使用 几天 时间 打开 流畅 电池 满电 一天 拍照 对焦 不错 
4,拍照 效果 拍照 十分 清晰 之前 华为 强太多 电池 续航 不错 续航 玩 王者 荣耀 赞 通信 音质 音质 环绕 感 强不输 索尼 音质 运行 速度 反应 灵敏 牌子 吃饭 加油 满意 一次 购物 之旅 显示 效果 显示 效果 清晰 
4,从来 没有 用过 手机 反应 特 灵敏 试 三星 苹果 手机 没有 手机 灵敏 值得 购买 京东 商城 质量 保障 推荐 购买 
2,一次 电 半天 完 一天 要冲 两次 电 
2,电量 一点 经用 充电 蛮快 
2,特色 玩游戏 知道 系统 手机 问题 做 没 手机 好用 
0,垃圾 网 过山车 
4,一个月 评论 下用 起来 不错 之前 一直 使用 手机 起来 不错 款 外观 炫 屏幕 全屏 比较 拍照 效果 运行 速度 很快 
0,外形 外观 还好 屏幕 音效 一般般 拍照 效果 还好 运行 速度 待机时间 短 真心 推荐 购买 续航 能力 很差 半天 手机 没电 手机 会 发热 发烫 最好 不要 买 手机 后悔 死 后面 找 客服 客服 回答 敷衍 丝毫 没有 解决问题 样子 
1,请 打算 买 朋友 马上 放弃 念头 绝对 后悔 
2,包装 里面 太空 拿到 快递 时 轻微 抖动 声音 好大 
2,性价比 高 电池 续航 不行 
2,双 扬声 不好 回声 开 声音 点 摄像头 位置 震感 很大 回声 
1,手机 厚度 有点 偏厚 拍照 清晰 感觉不好 待机时间 不行 充满 电 一天 不怎么 没 两年 
0,款 手机 扬声器 声音 很闷 声音 出不来 建议 实体店 体验 考虑 是否 购买 
0,待机时间 带电 时间 太短 运行 速度 有时候 有点 卡 
3,说 游戏 没 体验 耗电 算 有点 快快 手 分钟 一度 电玩 一会 热 聊天 视频 见 一点 手机 会 烫 不卡 一般般 主要 耗电 有点 快 充电 特别 快 一定 
0,收到 非常高兴 两分钟 手机 发热 充电 一分钟 非常 热 
4,外观 好看 实物 图片 非常 接近 屏幕 清晰 音效 不错 价位 听到 音质 觉得 值得 拍照 效果 
1,手机 太 保值 一个 星期 没到 掉 两百 很无语 
1,不大好 不到 一个月 手机 插上 耳机 外放 声音 停到 
4,第二次 京东 买手机 一如既往 好评 
2,耗电 很快 晚上 待机 耗电 近 总体 感觉 一般般 
2,新 手机电池 耐用 知道 好评 上来 机器 算 流畅 
2,人脸识别 为啥 开 是不是 买 假货 
4,非常 舒服 物美价廉 送货 速度 快 需要 购买 
4,喜欢 一款 手机 使用 起来 满意 出色 京东 物流配送 快 拍照 清晰 喜欢 感谢 京东 平台 谢谢 一直 喜欢 款 手机 愉快 购物 体验 
0,用户 未 及时 填写 评价 内容 
1,觉得 不要 张膜会 这种 喜欢 戴 手机 膜 苦恼 老半天 硬是 下来 
1,拍照 效果 一般般 运行 速度 一般般 待机时间 耗电 火箭 
2,一直 不到 降价 买 一买 完 降 两百 耗电 有点 快 还好 
4,屏幕 音效 用后 评价 外形 外观 外观 很漂亮 喜欢 运行 速度 运行 速度 很快 待机时间 待机时间 长 充电 快 
1,手机 没什么 问题 买 之前 系统 显示 月 拍 完 以后 显示 号 误导 
4,手机 收到 外观 非常 好看 老婆 喜欢 配置 高 拍照 效果 原先 手机 很多 视频 非常 清晰 选择 满意 
0,退换 手机 说 工作日 手上 现在 快递 没有 物流 信息 效率 太慢 
4,手机 已经 收到 包装 无损 打开 手机 做工 精细 值得 拥有 拍照片 清楚 游戏 卡加 内存 够用 
0,不到 三个 月 关机 键 不动 切到 语音 控制 第一次 体验 售后 肯定 拆机 新机 拆 真是 不乐意 体验 太差 
4,款 手机 颜值 挺 高 手感 挺 好看 电池 容量 挺大 总体 外观 挺不错 薄 电池 耐用 速度 方面 打开 软件 网页 很快 反应 挺 灵敏 
0,两年 做 关闭 应用 打开 同一 软件 几分钟 后测 温度 
4,网速 暂时 没 发现 问题 
2,退 
0,开 两个 应用 一起 卡到 死 送货 还慢 退 
2,感觉 电量 耗得 有点 快 手机 不错 速度 杠杠 滴 
0,体验 系统 买 没 半个 月 降 再也 不买 牌子 手机 
4,挺不错 感觉 认为 每个 不得不 面对 问题 面对 这种 问题 时 挺不错 出现 仍然 代表 一定 意义 
4,外观 大气 系统 流畅 电池 非常 给力 基本上 两天 充 一次 非常 满意 一次 购物 值得 信赖 品牌 拍照 效果 清晰 艳丽 运行 速度 反应 灵敏 待机时间 超长 
4,外形 外观 手机 颜色 很漂亮 外观 轻薄 手上 一点 压力 没有 现在 大部分 手机 过于 沉重 款 外观 外形 完美 屏幕 音效 屏幕显示 清楚 屏 已经 够用 刷新率 起来 流畅 拍照 效果 非常 清楚 蔡司 合作 主 镜头 防抖 效果 真的 云台 动 相机 越 镜头 越好 现在 市面上 很多 手机 镜头 镜头 大多数 充数 镜头 做到 物尽其用 配合 相得益彰 运行 速度 搭载 三星 处理器 相比 以前 已经 良心 运行 速度 飞快 玩游戏 处理器 没有 太高 要求 耐用 待机时间 毫安 电池 很大 日常 使用 已经 足够 快充 够用 比较 下来 方面 比较 均衡 适合 非 游戏 党 选择 质量 比较稳定 近期 适合 入手 手机 这是 个人 看点 
1,手机 不错 总共 运行 内存 后台 没开 占 是不是 太 夸张 完全 不够 
2,手机 现在 没用 现在 问题 一个 赠品 耳机 手机 一块 邮寄 分开 发放 现在 我人 回家 耳机 没到 订单 不能 改 地址 不能 改 
0,收到 手机 第二天 降价 不让 价保 
4,充电 快 掉电 快 网络 经常 掉线 买 不到 两个 月 居然 价格 相差 三百 相当 语 
