评论,评分,label,comment_processed
先以为是vivo手机，拿到手后发现不是，心想算啦，能用就行。这才多少天，一搞点不开。我是vivo的老粉丝，是不是太对不住老粉丝的。我也是从事商业的，真心不愿意给你差评。之前买的VIVO二手的都比这强多少倍。辣鸡,1,0,先 手机 拿到 手后 发现 心想 算啦 能用 行 天一 搞点 不开 老 粉丝 是不是 太 对不住 老 粉丝 从事 商业 真心 愿意 差评 之前 买 二手 这强 多少倍 辣鸡 
广告打的是送图一的游戏线结果就是一条普普通通的数据线，联系客服感觉在对牛弹琴一样，差评差评差评，以后再也不会买vivo了，也不会推荐身边的人买，,1,0,广告 送 图 游戏 线 一条 普普通通 数据线 联系 客服 感觉 对牛弹琴 差评 差评 差评 以后 再也不会 买 不会 推荐 身边 买 
连沟通都有问题怎么做客服，vivo京东店怎么请这样的傻子,1,0,沟通 问题 做客 服 京东 店 请 傻子 
手机不错，但我今天吃的太饱了，有点撑，俗话说，吃饱了撑的，给你个差评吧，,1,0,手机 不错 今天 吃 太饱 有点 撑 俗话说 吃饱 撑 给你个 差评 
手机真的不错啊,1,0,手机 真的 不错 
耗电好快，手电筒又不亮，差评，千万不要买这款手机,1,0,耗电 好快 手电筒 不亮 差评 千万 不要 买 这款 手机 
非常差评才买了两个月不到就充不进电了，不推荐宝贝们购买,1,0,非常 差评 买 两个 月 不到 充不进 电 推荐 宝贝 购买 
刚用还不知道好不好用，没耳机只能差评,1,0,刚用 知道 好不好 没 耳机 只能 差评 
耳机发错了，说好重新发还是没发差评,1,0,耳机 发错 说好 重新 发 没发 差评 
??????????,1,0,
差评差评差评差评哦##啊，千万不要置换，否则会让你#到极点，投诉无门,1,0,差评 差评 差评 差评 千万 不要 置换 会 到极点 投诉无门 
耗电快，发热也快，即使开着省电模式，后台就一个浏览器一个~也一样。听习惯了双扬声器的就不要入手这个单杨了，其他就是手机反应也快，拍照也清晰希望官方优化一下耗电和发热,3,2,耗电 快 发热 快 开着 省电 模式 后台 一个 浏览器 一个 听 习惯 双 扬声器 不要 入手 单杨 手机 反应 快 拍照 清晰 希望 官方 优化 一下 耗电 发热 
老爸说电池不抗用,3,2,老爸 说 电池 抗用 
待机时间：待机时间短，还不如用了两年的华为荣耀V20运行速度：运行速度一般屏幕音效：解锁不灵敏拍照效果：拍照还可以外形外观：外观中规中矩,3,2,待机时间 待机时间 短 两年 华为 荣耀 运行 速度 运行 速度 屏幕 音效 解锁 不灵敏 拍照 效果 拍照 外形 外观 外观 中规中矩 
买给老妈用的，其他方面都挺好，就是电量不够用，新手机一天都管不了，不是经常用手机那种，音量对于年纪大点的不够用,3,2,买 老妈 方面 挺 电量 不够 新手机 一天 管不了 经常 手机 那种 音量 年纪 大点 不够 
接收信号差,3,2,接收 信号 差 
这个手机是不是别人用过！下载的歌都有,3,2,手机 是不是 用过 下载 歌 
不建议购买，手机不行。,3,2,建议 购买 手机 不行 
手机触屏反应迟钝,2,1,手机 触屏 反应迟钝 
手机卡反应慢,2,1,手机卡 反应 慢 
电池耗电太快了，待机一夜掉了30个电,3,2,电池 耗电 太快 待机 一夜 掉 电 
给我妈用的，贴的膜没有完全覆盖住屏幕，每次滑屏的时候总会刮手，手感很不好;而且没有传统下三点按键，老人用不习惯,3,2,妈用 贴 膜 没有 完全 覆盖住 屏幕 每次 滑屏 总会 刮手 手感 不好 没有 传统 三点 按键 老人 习惯 
手机音量太小了 真的超级超级小,3,2,手机 音量 太小 真的 超级 超级 
不能投屏，连照片都投不了。照相太差，模糊不清晰,3,2,不能 投屏 照片 投 不了 照相 太 差 模糊 清晰 
待机时间：不够长,3,2,待机时间 不够 长 
不错不错,3,2,不错 不错 
总体四个字，差强人意。扬声器声音不够大，可以说有点小，系统我感觉好垃圾。其他方面应该符合这个价位吧，希望能用久一点。,3,2,总体 四个 字 差强人意 扬声器 声音 不够 说 有点 系统 感觉 垃圾 方面 应该 符合 价位 希望 能用 久 一点 
没有发票？,3,2,没有 发票 
打~电话时间久了手机很烫还会强制性挂掉,3,2,打电话 时间 久 手机 烫 会 强制性 挂掉 
凑合用吧。本人不喜欢差评。但是他家是欺骗消费者的。买手机同时出现钢模后一起买了。免息期一下变成收息的。不是你家的膜为什么出现在你家。不是几十元的事。是一种欺客行为。,2,1,凑合 喜欢 差评 他家 欺骗 消费者 买手机 出现 钢模 一起 买 免息期 一下 变成 收息 你家 膜 出现 你家 几十元 事 一种 欺客 行为 
运行速度：一卡一卡的！待机时间：耗电快，其他特色：充电也快，外形外观：还行屏幕音效：凑活着用！拍照效果：拍照不错挺好！,3,2,运行 速度 一卡 一卡 待机时间 耗电 快 特色 充电 快 外形 外观 行 屏幕 音效 凑 活着 拍照 效果 拍照 不错 挺 
手机一般了，送的包也忒难看了,2,1,手机 送 包 难看 
首先是价格波动，建议大家超过1299不要买其次外放的时候，加大声音手机振动厉害，音质也不怎么地，不知道是不是漏音还是啥最后，费电是真的,2,1,价格 波动 建议 超过 不要 买 外放 加大 声音 手机 振动 厉害 音质 不怎么 知道 是不是 漏音 最后 费电 真的 
好久没用京东了，突然回来用一下使用感受是真的差，招呼不打一声就降价，好的虽然能申请价保，但是申请的和降价的截然不同，要不是手机拆封了直接退回去去淘宝买了，搞的花里胡哨的恶心人,2,1,好久没 京东 突然 回来 一下 使用 感受 真的 差 招呼 一声 降价 申请 价保 申请 降价 截然不同 手机 拆封 直接 退回去 淘宝 买 搞 花里胡哨 恶心 
这个一千多的价位就不错了呵呵 屏幕不是太亮,3,2,一千多 价位 不错 屏幕 太亮 
产品质量一般般！外观色彩还是可以的？不过我已经退货了！用不习惯,3,2,产品质量 一般般 外观 色彩 已经 退货 习惯 
照相不清晰,3,2,照相 清晰 
手机整体感觉不合心意。1、电池用电比较快不够用，怀疑电池参数不实。2、手机屏幕对眼睛?伤害比较大，建议不要买来给小孩用3、图片中全部清除如果在屏幕的中心下面会好点，有时候点清除容易点到软件推送的通知4、手机像素不行，虽然有6400万像素但它不能自己聚焦，拍的照片容易模糊我感觉这款手机就是一款最低配手机，如果价格在1200元内还是不错的,3,2,手机 整体 感觉 不合 心意 电池 用电 比较 快 不够 怀疑 电池 参数 实 手机 屏幕 眼睛 伤害 比较 建议 不要 买来 小孩 图片 中 清除 屏幕 中心 下面 会 好点 有时候 点 清除 容易 点到 软件 推送 通知 手机 像素 不行 万 像素 不能自己 聚焦 拍 照片 容易 模糊 感觉 款 手机 一款 最低 配 手机 价格 元 不错 
物流服务真的太差了，特别是快递员,3,2,物流 服务 真的 太差 特别 快递 员 
骗人的，收到货的型号和订单型号不一样咨询客服还给拖拖拉拉不解决,2,1,骗人 收到 货 型号 订单 型号 咨询 客服 还给 拖拖拉拉 解决 
在这家买东西，真感觉像吃了苍蝇一样恶心 ！发错货，还拖拖拉拉的不解决,2,1,这家 买 东西 真 感觉 吃 苍蝇 恶心 发错 货 拖拖拉拉 解决 
感觉二手机,3,2,感觉 二 手机 
给母亲买的手机，母亲的旧手机屏幕彻底破裂，就这样用了半年都没跟我说。这手机还可以，就是屏幕技术还差点,3,2,母亲 买 手机 母亲 旧 手机 屏幕 彻底 破裂 半年 没 说 手机 屏幕 技术 差点 
自己网，进个~撒的还得刷新几次才进的去,2,1,网进个 刷新 几次 进 
有被使用过的痕迹，很不开心,3,2,使用 痕迹 开心 
掉电量太快,3,2,掉 电量 太快 
触屏不是很灵敏,3,2,触屏 灵敏 
用了很久才来评价，信号一般，偶尔断流，使用屏幕发热，这个价格可以接受这些小瑕疵,3,2,久 评价 信号 偶尔 断流 使用 屏幕 发热 价格 接受 瑕疵 
京东快递态度实在是不敢恭维、,3,2,京东 快递 态度 实在 不敢恭维 
像素太差了，都是颗粒感，不值,2,1,像素 太差 颗粒感 不值 
上京东商城，经常会自动关闭，用之前的手机从来没有这样的情况，而且上京东商城会很慢，其它还好吧。,3,2,京东 商城 经常 会 自动 关闭 之前 手机 从来 没有 情况 京东 商城 会 很慢 还好 
手机还没有使用，屏幕上的膜中间都有颗粒物的，无语了，都怀疑是不是二手的,3,2,手机 没有 使用 屏幕 膜 中间 颗粒物 无语 怀疑 是不是 二手 
9月1号买的手机，9月2号送到，9月5号在高速导航时，手机突然重启，耗时十来分钟才重启成功，在上海市区高架路上面。没有导航，开车跟瞎子样，问题是我去的时候好好的，返程出现了这个问题。客服跟我说让我恢复出厂设置，还说有可能内存满了，手机系统是最新的，内存几乎啥都没有，才用3天都不到。让去售后啥的。太坑了，而且我手机支架是横着放的支架，不存在触碰到开关机按键的。,2,1,月 号 买 手机 月 号 送到 月 号 高速 导航 时 手机 突然 重启 耗时 十 分钟 重启 成功 上海市 区 高架路 上面 没有 导航 开车 瞎子 样 问题 好好 返程 出现 问题 客服 说 恢复 出厂 设置 说 可能 内存 满 手机 系统 最新 内存 几乎 没有 天 不到 售后 太坑 手机 支架 放 支架 存在 触 碰到 开关机 按键 
一般般，有些卡顿,3,2,一般般 卡顿 
今天买的手机，居然8月5号就有人下载过歌，有点失望。?,2,1,今天 买 手机 居然 月 号 有人 下载 过歌 有点 失望 
不是很流畅,3,2,流畅 
像素还不错，可以哦可以哦可以，还是挺不错的,3,2,像素 不错 挺不错 
转角有磕碰痕迹，接口处做工有瑕疵,3,2,转角 磕碰 痕迹 接口处 做工 瑕疵 
只能说还行吧，用了一个半小时，其中半小时游戏，一小时看小说，电量直接没了百分之三十?我还以为这电池有多耐用来着,2,1,只能 说 还行 一个半 小时 半小时 游戏 小时 小说 电量 直接 没 百分之三十 电池 耐用 
手机还行运行中规中矩，做工还可以，照相同价位前几了，玩游戏有点小卡，wifi组件可能不太好，别的手机能跑出三百兆的无线网就能跑出一半来，在这个价位里还算可以吧,3,2,手机 行 运行 中规中矩 做工 照相 同价位 前 玩游戏 有点 小卡 组件 可能 不太好 手机 跑 出 三百 无线网 跑 出 一半 价位 里 算 
昨天下午收到的，打开手机购物的ａpp都已经在桌面上了，以前买的新机都是自己下载，运行速度慢，有时候还不如用了6年多的苹果手机的速度，看朋友圈的视频卡顿，打开~收藏的图片，一串图片在那频闪了好久，照片打开是打了马赛克似的，慢慢的才变清晰，感觉好像手机使用时间久了出现的问题.,2,1,昨天下午 收到 打开 手机 购物 已经 桌面上 以前 买 新机 下载 运行 速度慢 有时候 年 苹果 手机 速度 朋友圈 视频卡 顿 打开 收藏 图片 一串 图片 那频 闪 好久 照片 打开 马赛克 慢慢 变 清晰 感觉 好像 手机 使用 时间 久 出现 问题 
手机电池不耐用看京东购物，不长时间就掉了1%的电量，唯一的优点就是充电快。,2,1,手机电池 耐用 京东 购物 长时间 掉 电量 唯一 优点 充电 快 
信号不稳定，现在主要是用微信，应让微信象打电话一样，视频电话一拔就响。微信视频和电话其本接不到。象这样手机就是摆设。其它机子都行，就他不行。也不知道怎么解释。比上个稍微好点。换退都麻烦。将就用。,3,2,信号 稳定 现在 主要 微信 应 微信象 打电话 视频 电话 一拔 响 微信 视频 电话 其本接 不到 象 手机 摆设 机子 都行 不行 知道 解释 比上 稍微 好点 换 退 麻烦 
价格太不稳定了  才买多长时间 一直忙着 今天才看到就降价了  怎么可以这样  让人心里不平衡,2,1,价格 太 稳定 买 多长时间 一直 忙 今天 看到 降价 心里 平衡 
手机买了很长时间了，买手机送耳机，收到耳机是坏的，客服答应再送一副耳机。一星期过去，再问客服，地址错误，送别处去了，客服帮忙解决。半月过去！我都懒得问客服了。无语！,3,2,手机 买 长时间 买手机 送 耳机 收到 耳机 坏 客服 答应 送 副耳机 星期 过去 问 客服 地址 错误 送 客服 帮忙 解决 半月 过去 懒得 问 客服 无语 
触屏偶尔没有反应,3,2,触屏 偶尔 没有 反应 
实话实说768还没华为810处理器快，对很多软件兼容性比较差，卡得你不要不要的，基于安卓的双系统还是比较有特色，但是现在的安卓，呵呵虽然是256，开机下了几个软件后我只有200G，还得防止开网软件会自己下载一些占内存的东西，你们自己看着买吧，只能一句话，兼容还是存在问题，能用但是卡。总结手机比较漂亮，双安卓叫特色。,3,2,实话实说 没 华为 处理器 快 很多 软件 兼容性 比较 差卡得 不要 不要 安卓 双系统 比较 特色 现在 安卓 开机 几个 软件 防止 开 网 软件 会 下载 占 内存 东西 看着 买 只能 一句 话 兼容 存在 问题 卡 总结 手机 比较 漂亮 双安 卓叫 特色 
卡里卡气的,2,1,卡里 卡气 
手机盒里没有耳机,2,1,手机 盒里 没有 耳机 
掉电超快,3,2,掉电 超快 
品控确实一般，充电口里竟然有缺口，进京东购物车卡顿白屏，偶尔闪退。,3,2,品控 确实 充电 口里 竟然 缺口 进京 东 购物车 卡顿 白屏 偶尔 闪退 
真的很一般，性能就不说怎么样了，是官方正品机，打游戏刷剧什么的都很流畅，就是手机发热真的很严重，就平时把手机放口袋了，后台没有软件，手机温度在36-41之间，打个王者，画质标准，分辨率低，高帧率模式下半个小时开始发热，温度可达42-46度左右，实测，还有之前在评论区看到有说耗电快，这个也是真的，虽然玩游戏不怎么耗电，但是不用时耗电很快，1晚上8小时左右能耗12%左右（手机充满100%电），我摔坏的OPPOa9也才耗5%，真想不通了。有啥问题都可以问我，不定时解答。,3,2,真的 性能 说 官方 正品 机 打游戏 刷剧 流畅 手机 发热 真的 严重 平时 手机 放 口袋 后台 没有 软件 手机 温度 之间 打个 王者 画质 标准 分辨率 低高 帧 率 模式 半个 小时 发热 温度 可达度 左右 实测 之前 评论 区 看到 说 耗电 快 真的 玩游戏 不怎么 耗电 不用 时 耗电 很快 晚上 小时 左右 能耗 左右 手机 充满 电 摔坏 耗真 想不通 问题 问 定时 解答 
一般般吧，也没有带耳机，问了客服，客服说:不在活动时间，不给耳机。,3,2,一般般 没有 带 耳机 问 客服 客服 说 活动 时间 耳机 
没有广告说的那么好，我感觉有点卡。操作不方便（比如以前买的wiwoy93，那时买得早，性价比低点，但系统操作比这好，退出上个操作只要一个键，这款机你打开一个界面有时真找不到地方返回，用了1个多月后的评价）,3,2,没有 广告 说 感觉 有点 卡 操作 方便 以前 买 买 早 性价比 低点 系统 操作 退出 操作 一个 键 这款机 打开 一个 界面 真找 不到 地方 返回 多月 评价 
拍照不怎么清晰。,3,2,拍照 不怎么 清晰 
包装真是。。。,3,2,包装 真是 
手机整体一般，刚用一天，感觉运行速度挺快，掉电也比较快，做工个人觉得太差，特别手机外壳塑料感太强，看起来就是特产垃圾的那种几百块山寨机,3,2,手机 整体 刚用 一天 感觉 运行 速度 挺快 掉电 比较 快 做工 个人 觉得 太 差 特别 手机 外壳 塑料 感太强 看起来 特产 垃圾 那种 几百块 山寨 机 
用了几天感觉，首先说电池，充电比较快，耗电也快但是没有有的人说的那么夸张，正常使用是可以用一天的，摄像一般化还可以，手机后盖材质太差，还有网络经常断网，微信语音出现几次了，打语音卡顿显示网络差，我5g怎么能这样,2,1,几天 感觉 说 电池 充电 比较 快 耗电 快 没有 说 夸张 正常 使用 一天 摄像 一般化 手机 后盖 材质 太 差 网络 经常 断网 微信 语音 出现 几次 语音卡 顿 显示 网络 差 
手机现在到了但是还没用，现在的问题是作为一个赠品的耳机为什么不跟手机一块邮寄，而是分开发放？？？现在我人回家了耳机还没到呢，订单也不能改，地址也不能改怎么办？？？,3,2,手机 现在 没用 现在 问题 一个 赠品 耳机 手机 一块 邮寄 分开 发放 现在 我人 回家 耳机 没到 订单 不能 改 地址 不能 改 
没感觉出6400万的像素，拍出来跟4800的清晰度差不多，就是图片能放的更大一点而已，但放大后的画质跟4800的一样,3,2,没 感觉 出万 像素 拍 清晰度 差不多 图片 能放 更 一点 放大 画质 
外形外观：有点丑,2,1,外形 外观 有点 丑 
质量保证，送货快，安装服务一步到位。中国品牌越来越可以，不比国外的差。出热水特别快，很满意。外形好看，实用大气，非常不错的。,5,4,质量保证 送货 快 安装 服务 一步到位 中国 品牌 越来越 国外 差出 热水 特别 快 满意 外形 好看 实用 大气 非常 不错 
不错不错，手机看起来挺漂亮的，现在玩起来是挺快，反应挺好，屏幕音效：屏幕也挺清晰的，声音也又那么大。拍照效果：拍照效果挺清晰的，,5,4,不错 不错 手机 看起来 挺 漂亮 现在 玩起来 挺快 反应 挺 屏幕 音效 屏幕 挺 清晰 声音 拍照 效果 拍照 效果 挺 清晰 
给妈妈买的，非常实用，性价比很高,5,4,妈妈 买 非常 实用 性价比 高 
赶上活动价买的，超级划算！手机运行速度快，玩起游戏来超棒??值得购买！,5,4,赶上 活动 价买 超级 划算 手机 运行 速度 快玩 游戏 超棒 值得 购买 
手机不错，好用不贵！,5,4,手机 不错 好用 不贵 
送朋友的，相当不错,5,4,送 朋友 相当 不错 
刚使用，现在手机体验可以，很顺畅，打游戏也不卡,5,4,刚 使用 现在 手机 体验 顺畅 打游戏 不卡 
颜值很号，速度快，充电快。囧均码莫莫莫你就,5,4,颜值 号 速度 快 充电 快 均 码莫莫莫 
非常棒,5,4,非常 棒 
外形外观：漂亮,5,4,外形 外观 漂亮 
给力,5,4,给力 
手机不错 用了一段时间了 流畅度也很好 款式新颖 内存也够大 5G安卓手机里不错的选择  价格也可以接受 总体来说很不错,5,4,手机 不错 一段时间 流畅 度 款式 新颖 内存 够 大安 卓 手机 里 不错 选择 价格 接受 总体 不错 
可以，高通的cPU。威武的品质值得信赖。,5,4,高通 威武 品质 值得 信赖 
一直都相信京东上买的东西，质量好送货快，非常好用。,5,4,一直 相信 京东 买 东西 质量 送货 快 非常 好用 
还不错啊，配置高，充电快,5,4,不错 配置 高 充电 快 
机型好看，运行神速，,5,4,机型 好看 运行 神速 
客服态度很好.快递物流也很快.我前天买的，昨天中午就到了,5,4,客服 态度 快递 物流 很快 前天 买 昨天中午 
非常好用的。值得购买。京东无理由退货。很方便值得信赖！！！！,5,4,非常 好用 值得 购买 京东 理由 退货 方便 值得 信赖 
东西收到了，非常满意，质量也很好，这次购物体验很棒,5,4,东西 收到 非常 满意 质量 购物 体验 很棒 
手机运行流畅没问题，手机屏幕顺滑没问题，手机内存cpu方面打王者吃鸡原神哈利波特~大神阴阳师都能最低画质运行，而且发热也控制住了,5,4,手机 运行 流畅 没 问题 手机 屏幕 顺滑 没 问题 手机 内存 方面 王者 吃 鸡 原神 哈利波 特大 神 阴阳师 最低 画质 运行 发热 控制 住 
物美价廉，5g双模手机，上网速度非常快，非常好用！,5,4,物美价廉 双模 手机 上网 速度 非常 快 非常 好用 
我家手机一直在京东买,5,4,我家 手机 一直 京东 买 
机子整体问题不大，外观也漂亮，要是能薄一点就好了,5,4,机子 整体 问题 外观 漂亮 薄 一点 
一直在京东购买商品，实惠又方便京东速度真的很快，东西也不错，不过京东价格变化较大，特别是有***后，希望京东能多搞活动回馈我们这些老用户哈。,5,4,一直 京东 购买 商品 实惠 方便 京东 速度 真的 很快 东西 不错 京东 价格 变化 较大 特别 希望 京东 搞 活动 回馈 老 用户 
屏幕音效：优美运行速度：没话说。拍照效果：这是我用过最好的。,5,4,屏幕 音效 优美 运行 速度 没话说 拍照 效果 最好 
买的第二部了,5,4,买 第二部 
好评，不错的手机呀，很喜欢的呀，颜色蛮好看的呢，下次一定介绍朋友同事过来买！,5,4,好评 不错 手机 喜欢 颜色 蛮 好看 下次 一定 介绍 朋友 同事 过来 买 
给妈妈的礼物 很喜欢，家人也都很满意,5,4,妈妈 礼物 喜欢 家人 满意 
手机收到了，试用了一段时间，性能很好，上网速度快，最主要的是拍照特别棒，夜景模式超棒（**照片都是新手机拍的），快递特别快，上午拍的下午就送到了，给快递小哥一个大大的赞?，有需要会再来！,5,4,手机 收到 试用 一段时间 性能 上网 速度 快 主要 拍照 特别 棒 夜景 模式 超棒 照片 新手机 拍 快递 特别 快 上午 拍 下午 送到 快递 小哥 一个 大大的 赞有 需要 会 
手机不错，内存大，上网快，屏幕大，手机颜色也喜欢。,5,4,手机 不错 内存 上网 快 屏幕 手机 颜色 喜欢 
品质一级棒，包装也不错，物流很快，而且价格合理，很实惠，很喜欢东西质量非常好，与卖家描述的完全一致，非常满意款式很大方，质量非常好，价钱也很合理真的超级喜欢，质量非常好，与卖家描述的一致！,5,4,品质 一级 棒 包装 不错 物流 很快 价格合理 实惠 喜欢 东西 质量 非常 卖家 描述 完全一致 非常 满意 款式 很大 方 质量 非常 价钱 合理 真的 超级 喜欢 质量 非常 卖家 描述 一致 
这个手机反应特别快非常的好拍照效果：非常的清楚,5,4,手机 反应 特别 快 非常 拍照 效果 非常 清楚 
质量很好，收到货第一时间打开看了，很不错，很满意不错，喜欢，性价比高，以后会经常光顾物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来,5,4,质量 收到 货 第一 时间 打开 不错 满意 不错 喜欢 性价比 高 以后 会 经常 光顾 物超所值 非常 满意 期间 有点 插曲 店家 细致 周到 服务 感动 祝 生意兴隆 还会 物超所值 非常 满意 期间 有点 插曲 店家 细致 周到 服务 感动 祝 生意兴隆 还会 
不错，喜欢，性价比高，以后会经常光顾质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购,5,4,不错 喜欢 性价比 高 以后 会 经常 光顾 质量 非常 完全 超出 期望值 发货 速度 非常 快 包装 非常 仔细 严实 满意 一次 购物 质量 非常 完全 超出 期望值 发货 速度 非常 快 包装 非常 仔细 严实 满意 一次 购物 选购 安全 方便快捷 快递 小哥 态度 非常 价格 非常 给力 十分 推荐 会 继续 回购 
快递迅速，态度很好。手机包装完好，运行速度快，闪充真的是闪电??的速度，肉眼可见电量的增长。拍照有广角镜头？外壳很漂亮。互传功能很棒，不用麻烦的一个个软件去安装？,5,4,快递 迅速 态度 手机 包装 完好 运行 速度 快 闪充 真的 闪电 速度 肉眼 电量 增长 拍照 广角镜头 外壳 很漂亮 互传 功能 很棒 不用 麻烦 一个个 软件 安装 
手机已收到，拍照效果很好，外观漂亮，暂时运行速度快,5,4,手机 收到 拍照 效果 外观 漂亮 暂时 运行 速度 快 
家里长辈用，完全够了！！！,5,4,家里 长辈 完全 够 
还不错，挺好用的，物美价廉，运行速度快，屏幕清晰,5,4,不错 挺好用 物美价廉 运行 速度 快 屏幕 清晰 
性价比超高，性能均衡，物流神速，综合好评。,5,4,性价比 超 高性能 均衡 物流 神速 综合 好评 
还行吧，QQ里面拍视频不好用。。。。。,5,4,还行 里面 拍 视频 不好 
快递挺快的晚上下单第二天中午就到了，用了几感觉还挺满意的，非常好的以后有需要还是会选择这款手机的，,5,4,快递 挺快 晚上 下单 第二天 中午 感觉 挺 满意 非常 以后 需要 会 选择 款 手机 
物流快，速度快，京东品质值得信赖,5,4,物流 快 速度 快 京东 品质 值得 信赖 
挺好的，价格实惠，性能也不错，日常使用不会卡,5,4,挺 价格 实惠 性能 不错 日常 使用 不会 卡 
手机性价比高，运行快，颜值高，京东值得信赖,5,4,手机 性价比 高 运行 快颜值 高 京东 值得 信赖 
爽！！！外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！,5,4,爽 外观设计 漂亮 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 快 服务态度 一流 力星 好评 
很好，用的很舒服,5,4,舒服 
很好用 经济实惠 后盖还是渐变色,5,4,经济 实惠 后盖 渐变色 
物流没有之前快 用了近3天,5,4,物流 没有 之前 快用 近天 
不错正在试用,5,4,不错 正在 试用 
有赠品哦、不错哦!很满意、祝卖家声音越来越好哦,5,4,赠品 不错 满意 祝 卖家 声音 越来越 
京东快递配送的手机挺快的，晚上买的第二天上午就送到。速度相当可以，手机给父母用的，不用很好配置就可以。颜色挺满意的。一直用vivo手机，还是可以的。,5,4,京东 快递 配送 手机 挺快 晚上 买 第二天 上午 送到 速度 相当 手机 父母 不用 配置 颜色 挺 满意 一直 手机 
挺不错的,5,4,挺不错 
买给家里老人的，够他们用,5,4,买 家里 老人 够 
买了第二天掉了100，因为有赠品，所以我选择价保没有用，又懒得退，所以直接亏了100，心里很不爽，我买了三台，一台8+128，两台6+128，性价比很高,5,4,买 第二天 掉 赠品 选择 价保 没有 懒得 退 直接 亏了 心里 不爽 买 三台 一台 两台 性价比 高 
手机像素挺好的，手感做工都不错,5,4,手机 像素 挺 手感 做工 不错 
外形外观：外形全流线型设计，非常美观，并且符合人体工程学，方便持握。屏幕音效：屏幕观感很好，无漏光，并且带走高刷新率，日常体验很好运行速度：运行速度很快，6g运行内存，日常使用无卡顿,5,4,外形 外观 外形 全 流线型 设计 非常 美观 符合人体 工程学 方便 持握 屏幕 音效 屏幕 观感 漏光 带走 高 刷新率 日常 体验 运行 速度 运行 速度 很快 运行 内存 日常 使用 无卡顿 
外观大气，刷视频游戏的没问题，很满意,5,4,外观 大气 刷 视频 游戏 没 问题 满意 
这款手机很快就收到了，物流很快，货真价实，物美价廉，外观精美，操作简单，我和家人都非常喜欢，有需要再来店铺光顾选购！,5,4,款 手机 很快 收到 物流 很快 货真价实 物美价廉 外观 精美 操作 简单 家人 非常 喜欢 需要 店铺 光顾 选购 
质量有保证，价格超实惠的，物流也挺快的，给力，很满意,5,4,质量 保证价格 超 实惠 物流 挺快 力 满意 
帮同事买的，朋友说挺好的,5,4,帮 同事 买 朋友 说 挺 
京东发货就是快，机正品，放心购买,5,4,京东 发货 快机 正品 放心 购买 
当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手?非常漂亮，做工精细，颜值担当，非常方便，?喜欢的朋友可以下手！宝贝收到了，包装很结实，应该是个好东西，先给好评了,5,4,当时 买 犹豫 价格 买来 之后 一点 后悔 物流 快 入手 非常 漂亮 做工 精细 颜值 担当 非常 方便 喜欢 朋友 下手 宝贝 收到 包装 结实 应该 东西 先给 好评 
比平时要便宜，特别特别满意?，超级好看?，客服很有礼貌，很客气，良心商家，支持！整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味,5,4,平时 便宜 特别 特别 满意 超级 好看 客服 礼貌 客气 良心 商家 支持 整体 不错 店家 服务态度 质量 没有 异味 
很漂亮的手机，系统运行也很流畅。,5,4,很漂亮 手机 系统 运行 流畅 
手机还是可以的，手感也不错，像素非常好，这个价位的手机已经是极品了！,5,4,手机 手感 不错 像素 非常 价位 手机 已经 极品 
速度还可以，送货速度快,5,4,速度 送货 速度 快 
很ok，很喜欢,5,4,喜欢 
帮老爸买的，暂未出现问题,5,4,帮 老爸 买 暂未 出现 问题 
挺不错，物流也快,5,4,挺不错 物流 快 
不错不错，及时的很,5,4,不错 不错 及时 
真的素绝绝子呀,5,4,真的 素绝 绝子 
先对京东自营的品质保证夸赞一下，真的是很到位，虽然手机中途出现了一点问题，但是没有过换新时间京东很快给我把新机送到手上，这服务很高兴，以后还是一样支持京东相信京东，京东购物放心,5,4,先对 京东 自营 品质 保证 夸赞 一下 真的 到位 手机 中途 出现 一点 问题 没有 过换 新 时间 京东 很快 新机 送到 手上 服务 高兴 以后 支持 京东 相信 京 东京 东 购物 放心 
收到货！给老爸卖的，不知道老人家会不会用，过一段时间再来评论,5,4,收到 货给 老爸 卖 知道 老人家 会 不会 用过 一段时间 评论 
感觉电池差点，虽然量大，但每天得充电，好评,5,4,感觉 电池 差点 量 每天 充电 好评 
京东速度一如既往快！方便快捷！,5,4,京东 速度 一如既往 快 方便快捷 
外形外观：很好看干净屏幕音效：好拍照效果：不错奥运行速度：快待机时间：时间很长玩一天不用担心没电其他特色：很好用，大小也合适,5,4,外形 外观 好看 干净 屏幕 音效 拍照 效果 不错 奥运 行 速度 快 待机时间 时间 很长 玩 一天 不用 担心 没 电 特色 大小 合适 
还好,5,4,还好 
家人喜欢,5,4,家人 喜欢 
