content,creationTime,nickname,referenceName,content_type
我刚下完单，看自己的电话不对，我就联系客服修改，后来修改成功了，我7号下的订单，21号给我送到，半个月啊，中途他们说联系不上我，就到我收到商品的那一天，电话还是之前我留错那个，这客服我就是不知道是哪个，要不我肯定投诉你，因为你一点点的失误，导致我晚收到一个星期,2017-03-24 11:51:10,C***e,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
不怎么样！,2017-03-21 22:03:34,t***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
本来今天是高高兴兴的，装好热水器，加热好结果开热水没有热水出来。我醉完了什么情况,2017-03-21 21:07:42,V***P,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装师傅太坑人了，安装只说了管收费没有说其他的，结果安装完了给我说一大堆乱七八糟的材料费，而且价格还特别高，这是啥意思啊不明摆着坑人吗，非常差劲的一次购物，对京东非常的失望，以后大家买东西要慎重啊，安装费太坑人，说是免费安装，其实就是变相的收材料费，材料费比市场的贵多了，买个机器花了1000，安装费388，还自己安装了个插座200，真心感觉自己被坑了，哎，,2017-03-21 16:17:07,思***妈,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
不如实体店，还是自己打电话安装,2017-03-21 15:40:21,A***A,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
大品牌产品，肯定可以的，关键是美的安装师傅太势利眼，我自己提前准备好的一些配件，安装师傅给人的态度就不是很高兴了，安装的时候态度很差，专业五金店配的三通跟接口，安装师傅随便一装，水胶布只弄了一点点，拧也没有拧紧，安装上去，漏水，就说没用，还说什么这是你自己的东西，漏水怎么的，后面重新弄了水胶布，还有没有锁紧，还是有点点冒水，最后还是自己出手，在重新拆下来安装一次，还说什么很专业，我装的都比这个垃圾师傅专业，最起码哥装的不漏水，反正配件没有给到他赚钱，就是那么随便的态度，真是黑心，垃圾，打电话投诉安装师傅。看最后一张遥控器支架的图，连装个遥控器都装歪了，孔都没有打到位，螺丝拧不到低，硬锤，上个个螺丝不紧，导致歪的，多丑。,2017-03-21 15:35:33,Jerry辉儿,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
服务非常不好，相关站点既然连安装都不会，总共预计打电话20多次协商处理竟然爱理不理一拖再拖，而且还要我们直接退货最后自己找安装人员话费500多元安装费用。打电话问她们我们自己找的安装人员是否可以多少退回一些安装费用，态度非常恶劣说没有而且自己的安装人员以后就没有相关的售后服务总之非常差的购物，建议买热水器不要选择美的。完全没有任何相关售后的保障。,2017-03-21 03:49:17,j***k,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
什么免费安装,2017-03-20 22:16:01,j***w,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器好用没的说，材料费贵的接受不了！说是免费安装还不如收费！热水器才899，安装费都去了275！！！！！装完一算账心都凉了！太贵了吧，美的？发誓以后不买美的产品了！  建议大家也不要买了，就是个坑。专门坑人！,2017-03-20 21:07:51,jd_2972214,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"一定要用美的售后的所有管件，要不然是不保修的！！！没有售后！！！
安装前：如果使用自备的管件（不能是金属的，表示理解），不好意思，您的产品出现任何问题，没有售后（安装师傅说的）。只能使用他们的！
安装中：自备角阀（15元两个，材质全铜，售后的费用64），其他使用美的售后所带管件（68元，4个活接，两个弯头）。
安装完成：试水，没问题，温度也上来了，一分钟一度的速度。
安装完成后1个小时：角阀处出现漏水，给售后电话，说明情况。售后答复：不好意思，您的角阀是您自购的，我们美的不负责售后，如果上门维修，需要上门费，或者您使用我们的产品（作为一个外行，产品出现问题，而且是刚刚安装完成的机器，是不是应该上门看一下，是哪里的原因，你直接这么怼你的客户，合适吗？！！！！）
一个小时后，自己将角阀拆开，将生料带重新缠好，拧上角阀，开水测试，OK！！我KAO，自己可以当售后了！表示又学了一招！谢谢美的售后！！！谢谢你们！
当天下午，给美的400电话，第二天售后重新上门（我修好，还用你售后干吗使！！！）
事后在想：是故意没安装好呢（是吗？）？还是售后技术不过关（连个外行都不如）？！",2017-03-20 20:53:21,j***天,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
看着样子挺不错的，但是使用起来效果不太好。保温性比较差。通常春天也只够一个人洗澡。等第二个洗的时候水已经凉了。,2017-03-20 13:43:37,校***谣,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"商品加热速度超级慢！而且每次洗浴不预约就没有热水，水温一直升不上去。表面黑色的面板刚没几天就开始起皮，不知道是不是我买的这个有质量问题？是不是这个功能低端，加热速度实在太慢，而且安装的软管，漏水！
希望售后尽快处理。",2017-03-20 09:01:16,Mechanical-D,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装的真是神坑，一根管子还250，长的跟个250一样,2017-03-20 07:46:03,维克托的神,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
花洒一点都不好全是塑料的，自己又重新买了一个，要一百多块，希望要买的朋友注意逛买。而且零件又不够，真是晕死了。,2017-03-19 22:46:15,j***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
怎么说呢 买了这么多次东西 这次绝对是我最不满意的一次 买了热水器就降价 降价就算了 买的时候跟客服沟通 客服说话什么也说不清楚 然后这就算了 一个热水器送了三天都没有送到家 然后催了一下单 后来还被送热水器的打电话凶了一顿 然后弄到家装好了 烧个水 竟然两个小时都没烧好 感觉还不如买个热水壶 都比这个烧水快 送的混水阀还是个坏的 热水出的特别的少 跟客服沟通 客服一直说这是水压的问题 后来自己检查了一遍 才发现混水阀是坏的 然后没办法自己又买了个混水阀 真的觉得炒鸡恶心的一次购物 以后都不会在京东买家电了 之前买的手机就发现了好多好多问题 屏幕有白点 这次热水器又这样 真的是不能贪小便宜 吃大亏,2017-03-19 13:41:02,jd106351yte,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
耍你姐姐那臭拜，你装的是啥？这样的安装技术？还收费240块钱安装费？你有病吧？线这样安装的？这就是美的？差评！,2017-03-19 10:19:17,玛***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
昨晚热水器从墙上掉了下来，美的给安装的，打售后服务电话只会敷衍，买美的产品就是因为相信美的这个品牌，结果非常失望?,2017-03-19 07:44:39,v***v,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
产品应该没啥毛病，但是安装时收了290的配件费，WORD天，这T娘的机器才1000多点，配件费居然额外加收接近30%，还不如去实体店购买。就这样被JD坑了。,2017-03-18 14:11:43,多啦AD,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买完就降了100块，太坑了，差评,2017-03-17 10:11:52,j***狼,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
各种不好，配件全是塑料的！,2017-03-16 09:30:55,k***I,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
好坑，烧水太满了。效率太低了，安装费还贵。刚买两天还掉价200,2017-03-15 20:17:44,j***b,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
水流很小 降温快 是老产品 东西一般 买完就降价 太麻烦 懒得退 不建议购买 以后还是在实体店买的好 安装收费 ！在使用段时间再追评吧。,2017-03-15 11:14:58,j***e,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
配件不齐，又和客户联系现在安装不成。,2017-03-15 10:59:01,z***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
物流不给力，没人安装，差评！,2017-03-14 13:57:27,d***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
保温效果不好，调的温度是60度到第二早上只有51度，请问这样正常吗？售后来了看看说正常，误差九度,2017-03-13 18:28:57,j***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
材料费太贵！就几根破管200多！！！太黑！太黑！,2017-03-13 09:05:58,H***哥,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东态度好，美的的包安装只给我把机器内自带的装上。几平米小卫生间通水，给我连一下都不行，让我自己找水电工。我又不是不给材料费。你还不如说不包安装,2017-03-12 22:53:59,a***q,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装人员想方设法骗钱，现在阀门漏水都没人管。,2017-03-12 12:58:30,b***n,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装人员来安装时，发现机子开关电路板是坏的，闹心。不过后来安装师傅换了一块电路板给修好了。机子的配件好垃圾，全是塑料的，都没用了，自己去买了配件。而且一开始安装师傅还不愿意来，说什么是板房安装不了，结果是老爸的朋友帮忙装的，安装人员就换了个电路板。这次购物让我对京东死心了！,2017-03-11 15:26:37,j***x,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
居然有1.5kw，60l的搭配。烧到60度左右需要差不多两个小时。本来就是想讨个方便，结果需要提前两个小时打开、、、、、、,2017-03-11 10:56:36,jdxxc112,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
不给安装，只挂机器，差评,2017-03-10 12:59:51,n***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
说好的包安装！半条管2个开关收费120元！这还不是变象收安装费！,2017-03-10 12:33:45,d***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
速度慢,2017-03-10 12:09:54,n***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器目测挺好的，用段时间再来评价，就是这个管件费太坑了，安装工按他自己的价格给计费的，我要是不给他说按京东价格算的话，就挨坑了，这安装工不咋地，不地道,2017-03-10 11:54:42,爱***子,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装人员太特么坑了，各种坑人。不按要求安装不说,2017-03-10 00:42:58,小***主,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
机子还行，安装太差，要价天价，市场几十元，收几百，还说公司就这个价，还没装好就找我要手机发满意度，自已点个非常满意，真心没见过，，,2017-03-09 18:34:06,d***P,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评是给售后服务的，安装师傅说他只负责把热水器本身装上去，水管花洒进水口等等他不管，要装也只能使用他们收费的配件，并且没有收据，所以安装美的热水器是不可能免费的，我花了160块钱。,2017-03-09 12:54:42,j***♀,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一星都不想给！安装人员太坑人，非常简单的安装 非要整复杂了，操！操！操！非常不满意！,2017-03-09 00:59:23,一***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
烧水太慢,2017-03-08 19:22:57,j***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装售后太不靠谱，不量好就开始打眼，打完了告我说太靠墙了，还得重打眼，就是收费高，这也要钱那也要钱,2017-03-08 10:08:11,j***l,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
来安装收了安装费250元，汗，严重差评,2017-03-08 07:24:14,b***l,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
相比万和，万家乐的产品，美的的热水器确实很差，热的水很快就冷了，而且浴霸组件真垃圾，又丑又不好看，美的该换供应商了。去年买的万和热水器，晚上热的第二天早上还热！！！,2017-03-07 11:57:34,a***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评，我买的时候1200现在900了，哎，京东价格这么不稳定吗，一天一个价,2017-03-07 00:02:41,j***z,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
之前看到商品的差评，中评，还不太相信，这次自己也体会了一下，商品推迟两天送到，第一次不知道什么情况没收到货就显示签收了，然后一两天时间一直跟客服联系，得感谢客服的努力，最终收到商品，也亏了客服的态度，否则我真心退货了。,2017-03-06 11:06:36,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一颗星都不想给，**一直漏水，打售后说什么水压大了，安装减压阀，材料60，安装工人还得要50的安装费，漏水是我造成的？操,2017-03-06 09:57:43,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我就想问下面这个七天无理由退货，是欺骗消费者？,2017-03-05 22:55:17,小***晟,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
&hellip;&hellip;&hellip;&hellip;,2017-03-05 13:40:54,买***格,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
不好、下次新房子装修好买海尔的，加热速度太慢了、一个小时了30度,2017-03-05 09:32:52,j***b,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
自己装的，安装工人不给装，说这有问题那有问题的。差评。,2017-03-04 14:27:55,e***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
今天买的美的热水器好像有开过的,2017-03-03 23:12:25,b***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
不满意！欺骗消费、从来没遇到买热水器还要买接水管、弯头、通头等-些列附件还要钱买、我另花了110元。十分不满意、纯属欺骗消费！差评！,2017-03-03 15:38:35,O***F,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器在用着，还不知道质量怎么样，说是免费安装，收什么材料费收了我170块，就那么两根管，安装师傅态度超不好，亲们以后买自己去买管，不然太坑了,2017-03-02 18:26:07,j***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
送货员只把货送到！不带装的！送去之后就走了,2017-03-02 14:30:04,m***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买的时候不降价，买了过了价格保护期降价，我也是醉了。,2017-03-02 14:00:56,熊***萌,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
没有水管，不给装，也没有提建议，差评。,2017-03-02 10:20:06,7***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装还要再收钱,2017-03-02 10:05:25,j***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
哎，安装材料费用了241元，装好后水压完全不够.花晒都用不了。ps:我安装在六楼，楼顶有水箱的，平时冷水的时候都好大水，咨询安装人员，他说没办法你自己加个泵吧，我问他还可能其他问题，他说自己换，真想退货，但安装费已经出了，悲剧啊,2017-03-01 10:10:12,晓***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"这一星是给物流和安装师傅的，物流可以，安装师傅也很尽心。可是包装箱里面除了一台热水器,一本说明书加一个遥控器，其他什么都没有了，你逗我玩呢，你要是说没有，该买还是会买，但是没有你就不要在详情里面列出来，最起码的诚信都没有了",2017-03-01 10:08:23,静***心,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
这个就不行了，我买来一回都没用过就不能加热。,2017-02-28 23:10:18,兰***宋,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
加热太慢了,2017-02-28 20:49:24,j***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
垃圾到家的客服，送货和安装没有一条龙会不会提前告知客户？还花了39约时间送货的，你们京东的服务到底在哪里？专业度在哪里？客服打电话过来，背景全是杂音，说话也三言两语敷衍，关键的地方不提醒。绝对垃圾评分。一星都不想给。物流配送专业满分，客服0分。,2017-02-27 19:43:02,yyp12138,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装师傅不给装,2017-02-27 16:55:31,j***v,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
绝对应该给差评，差评， 差评。 一颗星都不值得拥有。差评不是热水器的品质， 而是服务。买这个热水器真的把自己气道半死， 很不划算， 还浪费了自己很多电话费跟客服沟通。1月九号下的单， 一周之后才送到货。这还算是小事。之后预约来安装，预约之后说一天之手来安装， 结果第二天没有来， 也不通知不来及时间改到什么时候。打电话催， 客户只说尽快安排。每天打电话催， 就是不来安装。承诺的时间一变再变。电话打了不只10个。最后除夕夜前夜才来安装好。客服还承诺会打电话来跟我赔礼道歉， 结果也没有。差评， 差评， 差评。美的似乎根本就不在乎客户的感受。还有加一点：安装的材料收费很贵。差评差评。,2017-02-27 15:54:27,l***e,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
免费安装，上门却收了一大堆材料费！偶买噶！,2017-02-27 14:28:43,廉***佳,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
杂七杂八安装收了210的额外费用，我也是醉了,2017-02-27 10:14:00,r***n,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
第二天就降了好多,2017-02-27 00:43:49,L***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装超级贵，说是免费安装，其实都算到了材料费里，最简单的安装也要200多。,2017-02-26 12:51:55,j***爱,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东太tm坑人，刚买就降价，入手就贬值。消费欺诈。,2017-02-25 19:35:51,j***2,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装费太贵，要200元，京东也比较垃圾。,2017-02-25 19:29:55,喽***人,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
在线客服太差，问个什么事都要自己打电话问，回复也太慢，,2017-02-25 14:14:22,j***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
遥控不管用，产品怎么检验质量得？,2017-02-24 23:04:41,z***D,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一点也不好，太失望了，烧水也太慢了，一点也不合用,2017-02-24 19:33:16,j***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
加热慢,2017-02-23 22:01:45,木***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
服务态度差，产品质量差，这是我最失败的一次网购。烧一次水5分钟就用完了。水温立马降下来。太失败了。换货都招拒，无语！劝大家千万不要上当。,2017-02-23 21:22:26,j***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
是一次不太愉快的购物，虽然过了这么久才来评价，有几点我是真的非常不满意，首先是安装，从送到我家到安装使用，过去了四五天，安装师傅天天都在拖，天天都有不同的理由不来安装，大家可以看看照片水印，上面有时间；然后是使用，说好的洗两到三个人呢，我把水烧到最热，结果才用了20来分钟水就冷了，20分钟够两到三人洗澡?找到售后，售后告诉我因为外面气温低(当时外面大概8℃左右)，所以实际用不了那么久，两到三人是指的夏天&hellip;&hellip;这情况客服为何没有提到，这不是欺瞒消费者，造成误导么？总之，差评！,2017-02-23 11:09:20,j***风,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
太差了，太差了，寄过来漏花洒组件的，旧的都拆下来了，妈蛋，给我补发中通，硬生生等了五天才到，搞得得每天烧水洗澡，差评，差评，差评，机子回来快有个毛用，东西都不配齐，差，真的是气死人了。,2017-02-23 10:46:56,小***的,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
如果可以，我会打0分！强烈建议大家不要买！请认真看评价，烧水特别慢，烧到六十度要五个多小时，比太阳能还要慢。还漏水，漏水，漏水！期间让售后来修过好多次，说漏水是正常的，没有办法解决，说烧水慢是正常的，要每天通电保温，这样才烧的快！我想问电费不要钱吗？！从年底买回来到现在一个多月就用了两次，烧水奇慢不说，刚洗五分钟水就凉了，越说越来气！七天无理由退换货全是鬼话，各种不给你审核通过，一直拖着，算了，花钱买教训！当捐款给你们了！总之不要再害人，东西非常之垃圾！各位不要买，买回去花钱还受气！,2017-02-22 23:49:26,j***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评！安装太不靠谱了。上门安装师傅一开始说要收费289元，用户需知都表明超过200元时只收取200元。最后收费168元，这相差的太多了。还装豆腐渣工程，插头都没有插过，电源都没开。明明很高的浴室，装的这么矮，这太不专业了吧。好歹还是牌子，太失望了。,2017-02-22 00:08:51,q***l,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
其他的没什么就是那个遥控器没用，的说给我补一个，还没有补过来。,2017-02-21 23:35:32,t***I,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东怎么回事热水器才一千多安装费要好几百,2017-02-21 22:50:09,j***v,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
第二天就便宜了一百不想说什么了,2017-02-21 22:23:25,k***s,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
东西是不错，安装费太黑了，本来几十块的东西，收了快300,2017-02-21 18:32:08,龙***-,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装费超级贵。 至少要你*元。 没看到官网价格这么清楚。  被安装师傅给骗了。   起码被坑了*元,2017-02-21 16:38:26,z***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
流程复杂，安装费用较高。,2017-02-21 14:17:16,古***树,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装费打电话说的是190，来的时却收230。不是说最好200封顶吗？,2017-02-21 12:24:51,1***p,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器也就1100，说是免安装，材料另收，可几个转接口，就收了250，还不开收据，这不是变相勒索吗，美的只管卖，就不管售后了吗，真心希望3.15能曝光一下，值得探讨这种企业现象。,2017-02-20 22:29:28,小***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评，建议大家不要购买，1500瓦能用吗？浪费钱买了个垃圾。无法更换，还是去实体店买吧。,2017-02-20 20:30:36,j***h,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评，安装太垃圾，就一米管和几个配件还想要两百多块还不包装电，果断自己装，下次不再买美的。,2017-02-20 17:53:09,友***哥,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评，以为便宜，安装费太坑人了，短短两节管收费185元，不知道金东怎么解释？,2017-02-20 17:39:40,韦***牛,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我网上购物，浴室安装，以各种理由收取了492元材料费，还要自己接电源。????,2017-02-19 13:23:15,伟***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
这就是安装费，真**的贵，比实体店还贵，坑,2017-02-19 12:22:26,j***r,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
等了好几天就这？包装太简陋了，正面中间一个大坑！赔偿二十打发要饭的呢！旧的都已经拆下来了，这结果太耽误事了差评 用了好几次了 烧水慢 水温不稳 70多度水没怎么用  洗个头就二十度二十度的掉 再用几次还是这样就退货 受不了 照上一个美的带半胆全胆e增容的差太多,2017-02-19 00:34:39,w***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
美的的售后太差了，这个日期做活动*，然后安装费花了*元，然后打美的的售后说安装上限是两百块钱，然后就不了了之，后来当地的美的售后也不跟我联系，然后也没进行处理，已经过去了三天了，我也不指望他给我再还100了。安装所谓的材料，就是几个管子的图片上显示的就几根管子然后再加了个减压阀，然后他算了要311块钱，我感觉这完全是狮子大开口，所以美的的售后要进行，好好管理一下，完全是一片乱象。,2017-02-18 14:36:21,9***c,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装费太高。超出市场的价格。超出很多。购买者。慎重考虑,2017-02-17 22:02:10,z***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器还行 安装太次了 还收200 服务太差,2017-02-17 13:14:15,勤***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装那个态度很差还骂人厉害了美的,2017-02-16 20:09:08,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一个小时才烧三十几度，烧的太慢,2017-02-16 17:59:54,小***H,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装还要收费，服务太差了，美的以后不要买了,2017-02-16 16:09:21,A***哥,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器还没有使用  不过所谓的安装免费就是把热水器给你挂到墙上去    连水管的烫接都是需要收费的,2017-02-16 14:23:29,白***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
产品不贵，买的起，安装不起，产品*，安装*，这是什么比例，干脆安装*得了，谁还买这美的，那么多品牌呢，无语，什么时候安装费用大于产品费用了，你们还敢买美的吗，这个让我挺无语的。美的，买不起，安装不起，我就拿眼看着还行。,2017-02-16 12:15:57,q***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东无耻不要脸，下单后直接降价100，跟客户确认后，现在又变成原价1099了,2017-02-16 10:32:19,s***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
本来东西挺好挺满意，安装的这个费劲啊，第三天晚上才给装上，不给差评有点说不过去,2017-02-15 22:36:59,妮***娜,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
在京东买热水器没有送到家，非要自己去拿。不是说买家电送到家的吗差差差差,2017-02-15 21:10:29,j***v,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
售后的安装的太扯了，说了不用吊顶后，弄了两个铁片子，做了加固，最后收了我374元的安装费，比附近找的师傅安装费贵多了，安装卡有误导性消费！,2017-02-15 12:11:38,峰***石,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
推荐大家不要购买，第一次烧4小时，洗1个人就没有热水了，一次也只能洗10几分钟，然后又烧了2小时才50度，烧水速度太慢了，一点也不值这个钱，我以前也用的1500W其他品牌都比这个好用，确实不行，申请退货也处理不了，一大堆理由和借口，感觉被坑了，还是推荐买大功率的，反正这个不行，太垃圾了。京东卖999比其他平台贵，除了送货速度快好像没什么优势了。大家还是买别的吧。,2017-02-14 22:55:48,j***w,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
差评，卖家太没有责任心了，?,2017-02-14 21:09:08,j***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
就装成这样，人就不管了！自己又多花了400元买材料请工人装。这售后服务太不好了。,2017-02-14 19:12:35,jd_135096524,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
烧一个小时才35度左右，真是醉了，你能搞个100瓦的热水器烧一天不是更好，垃圾，问客服能不能退货，客服说拆开就不能退了。相信7天无理由退货的都是傻子,2017-02-13 22:56:16,l***h,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
对美的失望透顶。八百多的热水器，安装费要我280多。说好的200封顶呢？讲道理，就因为多用了两米四的管，两米四的管要我80多，呵呵呵。打电话客服爱搭不理，各种牵强理由，呵呵哒，从此美的一生黑，年后新房的装修一件美的也不会考虑了。,2017-02-13 20:26:58,a***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
